법정동,지번,아파트이름,전용면적,계약년도,계약월,계약일,거래금액(만원),건축년도
기안동,358,평생플러스빌,83.9252,2020,1,30,"15,200",2001
남양읍 남양리,415,남양우림,84.327,2020,1,6,"17,500",2001
반월동,885,반달마을푸르지오,84.899,2020,1,28,"27,000",2007
능동,1132,동탄숲속마을 모아미래도1단지,59.69,2020,1,31,"27,500",2008
병점동,520,병점역한일타운,59.97,2020,1,30,"15,300",2001
반송동,19,시범한빛마을케이씨씨스위첸,84.786,2020,1,22,"50,000",2007
기안동,910,신일해피트리,84.9745,2020,1,29,"18,900",2004
능동,1134,포스코더샵2차,101.0812,2020,1,9,"42,800",2008
반월동,880,반달마을두산위브1단지,133.838,2020,1,20,"40,000",2007
능동,1134,포스코더샵2차,76.1565,2020,1,18,"31,550",2008
병점동,872,병점역양우내안애,58.33,2020,1,18,"24,500",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2020,1,21,"33,750",2018
병점동,485,한신,84.918,2020,1,20,"18,200",1999
능동,1115,동탄숲속마을자연앤경남아너스빌(1115-0),76.51,2020,1,18,"31,500",2008
병점동,859,병점역에듀포레,84.99,2020,1,8,"22,500",2004
청계동,525,동탄역시범호반써밋,84.9537,2020,1,2,"69,500",2015
병점동,282,남수원두산,84.9,2020,1,29,"19,900",2000
청계동,552,동탄역 호반 써밋,59.8365,2020,1,18,"40,000",2015
청계동,545,동탄역신안인스빌리베라1차,84.9838,2020,1,22,"55,500",2015
청계동,520,동탄역 시범한화 꿈에그린 프레스티지,101.94,2020,1,3,"94,000",2015
반송동,21,시범한빛마을한화꿈에그린,84.79,2020,1,18,"54,000",2007
병점동,870,병점역SK뷰아파트,121.35,2020,1,21,"31,950",2008
봉담읍 수영리,672,한울마을신창비바패밀리1단지,84.8893,2020,1,28,"22,250",2008
영천동,716,동탄역반도유보라아이비파크2.0,84.9921,2020,1,28,"51,000",2016
봉담읍 수영리,673,한울마을신창비바패밀리2단지,84.7816,2020,1,30,"22,500",2008
새솔동,18,송산그린시티이지더원레이크뷰아파트,77.6278,2020,1,15,"42,000",2018
오산동,1044,반도유보라아이비파크3,74.9535,2020,1,18,"47,000",2016
능동,1137,푸른마을두산위브,72.68,2020,1,29,"33,000",2007
청계동,538,동탄역센트럴푸르지오,59.3401,2020,1,30,"46,200",2015
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,69.5925,2020,1,11,"38,500",2016
산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.7859,2020,1,18,"47,000",2018
영천동,720,동탄역포레너스,84.5202,2020,1,18,"45,000",2017
진안동,911,진안골마을주공11단지,75.99,2020,1,30,"21,000",2004
목동,479,동탄금강펜테리움센트럴파크Ⅳ,74.8709,2020,1,30,"46,000",2018
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2020,1,21,"21,800",2003
진안동,911,진안골마을주공11단지,84.99,2020,1,21,"22,800",2004
봉담읍 수영리,674,우방아이유쉘1단지,59.9983,2020,1,20,"25,500",2016
남양읍 남양리,2048,남양아이파크,151.1521,2020,1,28,"43,300",2009
영천동,672,동탄역이지더원,59.9804,2020,1,20,"39,000",2015
안녕동,2,병점역성호플레르빌,84.9884,2020,1,16,"15,300",2002
영천동,672,동탄역이지더원,59.9792,2020,1,20,"41,000",2015
영천동,884,동탄파크푸르지오,84.92,2020,1,23,"45,000",2018
청계동,536,시범반도유보라아이비파크4.0,96.7283,2020,1,7,"81,000",2018
능동,1134,포스코더샵2차,84.0255,2020,1,19,"34,800",2008
능동,1115,동탄숲속마을자연앤경남아너스빌(1115-0),84.51,2020,1,4,"36,000",2008
청계동,533,동탄역시범반도유보라아이비파크1.0,99.0153,2020,1,18,"80,500",2015
장지동,1009,레이크반도유보라아이비파크9.0,101.998,2020,1,13,"47,500",2017
장지동,1009,레이크반도유보라아이비파크9.0,104.3613,2020,1,11,"54,000",2017
오산동,1044,반도유보라아이비파크3,59.987,2020,1,14,"39,800",2016
오산동,1044,반도유보라아이비파크3,59.987,2020,1,13,"39,800",2016
반송동,134,솔빛마을신도브래뉴,84.9245,2020,1,10,"38,800",2007
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2020,1,30,"50,000",2016
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2020,1,28,"36,400",2007
반송동,75,동탄시범다은마을센트럴파크뷰,81.512,2020,1,28,"33,800",2008
반송동,79,시범다은마을우남퍼스트빌,84.9743,2020,1,30,"49,000",2007
오산동,1044,반도유보라아이비파크3,59.987,2020,1,28,"43,000",2016
남양읍 남양리,2048,남양아이파크,151.1521,2020,1,22,"41,500",2009
기산동,464,삼성래미안1차,84.987,2020,1,27,"19,100",2003
반월동,880,반달마을두산위브1단지,102.817,2020,1,21,"35,000",2007
봉담읍 와우리,597,봉담센트럴푸르지오,84.7594,2020,1,22,"32,000",2017
능동,1134,포스코더샵2차,76.5336,2020,1,18,"34,000",2008
청계동,520,동탄역 시범한화 꿈에그린 프레스티지,128.93,2020,1,22,"140,000",2015
능동,1134,포스코더샵2차,76.1565,2020,1,16,"33,900",2008
능동,1137,푸른마을두산위브,81.12,2020,1,30,"32,900",2007
오산동,964,동탄역 신미주,84.896,2020,1,30,"35,000",2005
기안동,895,기안마을풍성신미주,84.8008,2020,1,17,"16,800",2004
반월동,880,반달마을두산위브1단지,84.927,2020,1,20,"28,500",2007
능동,1131,자연앤데시앙,59.52,2020,1,30,"25,000",2008
진안동,908,진안골마을주공10단지,51.86,2020,1,21,"17,300",2004
송동,693,동탄2하우스디더레이크,59.99,2020,1,12,"49,500",2016
능동,1137,푸른마을두산위브,72.68,2020,1,14,"30,500",2007
장지동,977,동탄2신도시호반베르디움33단지,84.9025,2020,1,23,"44,000",2018
봉담읍 수영리,674,우방아이유쉘1단지,84.9964,2020,1,20,"28,800",2016
석우동,49,푸르지오,84.065,2020,1,22,"45,000",2008
오산동,972,동탄역 반도유보라 아이비파크6.0,84.9885,2020,1,13,"86,000",2017
장지동,1011,동탄2아이파크2단지,96.9237,2020,1,18,"44,000",2019
반월동,870,신영통현대4차,84.9485,2020,1,18,"26,000",2002
반송동,132,솔빛마을경남아너스빌,103.3947,2020,1,11,"54,500",2007
장지동,1011,동탄2아이파크2단지,84.8688,2020,1,20,"44,000",2019
청계동,541,롯데캐슬 알바트로스,122.6438,2020,1,17,"87,500",2015
산척동,733,더레이크시티부영6단지,59.9912,2020,1,22,"41,500",2018
오산동,973,동탄역 반도유보라 아이비파크 8.0,86.2318,2020,1,31,"92,800",2018
반월동,880,반달마을두산위브1단지,84.927,2020,1,29,"27,000",2007
송산면 사강리,693-1,화성사강영도엘리시아,55.16,2020,1,7,"17,722",2019
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.91,2020,1,21,"20,800",2007
봉담읍 수영리,679,우방아이유쉘2단지,59.9983,2020,1,28,"26,500",2017
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2020,1,13,"25,900",2003
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2020,1,20,"23,500",2002
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2020,1,18,"23,000",2002
능동,1283,서동탄역파크자이2차,84.976,2020,1,10,"37,000",2018
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2020,1,6,"24,400",2002
능동,1150,동탄푸른마을신일해피트리,59.05,2020,1,16,"23,700",2008
반월동,868,신영통현대2차,119.79,2020,1,21,"27,000",2002
반월동,868,신영통현대2차,158.75,2020,1,20,"33,000",2002
반월동,868,신영통현대2차,158.75,2020,1,21,"30,700",2002
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.995,2020,1,17,"25,000",2008
반월동,860,신영통현대3차,84.99,2020,1,11,"22,700",2001
반월동,868,신영통현대2차,101.85,2020,1,4,"24,800",2002
반월동,868,신영통현대2차,84.99,2020,1,2,"21,700",2002
반월동,944,에스케이뷰파크,84.9408,2020,1,31,"50,400",2015
반송동,75,동탄시범다은마을센트럴파크뷰,82.25,2020,1,23,"36,500",2008
반송동,100,시범다은마을삼성래미안,84.5599,2020,1,21,"50,000",2007
병점동,858,정든마을신창2차,122.709,2020,1,31,"32,000",2004
기산동,476,에스케이뷰파크2차,59.9889,2020,1,4,"33,700",2017
영천동,720,동탄역포레너스,84.5202,2020,1,17,"54,000",2017
능동,1131,자연앤데시앙,84.94,2020,1,20,"36,000",2008
능동,1134,포스코더샵2차,76.1565,2020,1,18,"36,000",2008
반송동,135,솔빛마을쌍용예가,84.9794,2020,1,28,"43,200",2007
장지동,1011,동탄2아이파크2단지,96.9237,2020,1,18,"43,500",2019
장지동,1011,동탄2아이파크2단지,84.8688,2020,1,13,"41,500",2019
청계동,525,동탄역시범호반써밋,84.9537,2020,1,22,"68,900",2015
청계동,525,동탄역시범호반써밋,84.9537,2020,1,23,"72,700",2015
진안동,911,진안골마을주공11단지,84.99,2020,1,20,"22,800",2004
기산동,476,에스케이뷰파크2차,84.992,2020,1,4,"35,000",2017
송동,693,동탄2하우스디더레이크,74.88,2020,1,31,"60,500",2016
석우동,49,푸르지오,59.556,2020,1,28,"36,500",2008
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2020,1,18,"20,500",2002
병점동,871,병점역효성해링턴플레이스,84.8683,2020,1,17,"27,800",2013
능동,1282,서동탄역파크자이,84.976,2020,1,9,"39,800",2018
기산동,467,행복마을 참누리 에듀파크(101동-113동),84.914,2020,1,31,"22,800",2006
영천동,651-1397,동탄퍼스트파크,72.5957,2020,1,21,"25,900",2003
봉담읍 상리,668,이편한세상신봉담,51.98,2020,1,21,"21,500",2019
능동,1134,포스코더샵2차,76.5336,2020,1,17,"34,500",2008
송산면 육일리,726,포도마을코스코밸리,84.9468,2020,1,22,"18,200",2009
병점동,847,안화동마을우남퍼스트빌,101.755,2020,1,15,"26,700",2004
병점동,847,안화동마을우남퍼스트빌,101.755,2020,1,15,"29,900",2004
목동,478,이편한세상동탄,74.67,2020,1,29,"45,000",2018
병점동,819,안화동마을주공9단지,84.88,2020,1,30,"23,700",2005
병점동,847,안화동마을우남퍼스트빌,101.755,2020,1,6,"31,500",2004
송산면 사강리,693-1,화성사강영도엘리시아,55.16,2020,1,14,"19,827",2019
목동,478,이편한세상동탄,84.39,2020,1,31,"55,000",2018
산척동,722,더레이크시티부영1단지,84.52,2020,1,17,"59,500",2018
봉담읍 동화리,628,휴먼시아동화마을5단지,84.85,2020,1,24,"20,300",2008
봉담읍 와우리,602,봉담한신더휴에듀파크,84.7502,2020,1,23,"34,500",2019
기안동,349,우림그린빌리지,83.39,2020,1,18,"15,300",2001
안녕동,2,병점역성호플레르빌,59.9835,2020,1,22,"13,500",2002
반송동,93-9,동탄하이페리온,107.13,2020,1,4,"48,500",2010
능동,1134,포스코더샵2차,76.5336,2020,1,17,"31,300",2008
능동,1134,포스코더샵2차,76.5336,2020,1,10,"32,500",2008
청계동,558,동탄역대원칸타빌포레지움,106.856,2020,1,17,"57,300",2015
능동,1134,포스코더샵2차,76.1565,2020,1,4,"33,500",2008
능동,1150,동탄푸른마을신일해피트리,59.96,2020,1,22,"25,000",2008
능동,1137,푸른마을두산위브,81.49,2020,1,23,"29,500",2007
능동,1137,푸른마을두산위브,73.33,2020,1,22,"30,500",2007
능동,1137,푸른마을두산위브,73.33,2020,1,23,"32,700",2007
능동,1150,동탄푸른마을신일해피트리,59.87,2020,1,21,"24,500",2008
병점동,817,병점역센트럴허브시티,84.925,2020,1,23,"26,500",2004
능동,1150,동탄푸른마을신일해피트리,59.96,2020,1,31,"24,800",2008
청계동,547,동탄역신안인스빌리베라2차,59.968,2020,1,23,"38,000",2016
송동,693,동탄2하우스디더레이크,59.99,2020,1,28,"50,000",2016
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2020,1,6,"41,000",2007
병점동,860,구봉마을우남퍼스트빌,97.1055,2020,1,29,"27,500",2004
오산동,988,동탄역 반도유보라 아이비파크5.0,96.8094,2020,1,31,"92,900",2017
반송동,75,동탄시범다은마을센트럴파크뷰,82.25,2020,1,23,"32,900",2008
기산동,468,행복마을 참누리 에듀파크(114동-120동),84.914,2020,1,14,"23,500",2006
봉담읍 와우리,590,봉담아이파크,84.6147,2020,1,23,"25,250",2009
봉담읍 와우리,590,봉담아이파크,84.6147,2020,1,20,"25,000",2009
봉담읍 와우리,597,봉담센트럴푸르지오,84.6797,2020,1,16,"31,000",2017
청계동,520,동탄역 시범한화 꿈에그린 프레스티지,84.51,2020,1,23,"84,400",2015
청계동,532,동탄역시범예미지아파트,84.8,2020,1,15,"70,000",2015
석우동,55,롯데캐슬,96.4,2020,1,14,"53,500",2008
능동,1131,자연앤데시앙,84.84,2020,1,17,"31,000",2008
병점동,809,주공1단지,59.8,2020,1,18,"16,800",1997
능동,1150,동탄푸른마을신일해피트리,84.88,2020,1,10,"29,000",2008
청계동,547,동탄역신안인스빌리베라2차,59.968,2020,1,30,"45,500",2016
병점동,859,병점역에듀포레,84.99,2020,1,13,"22,800",2004
병점동,817,병점역센트럴허브시티,84.925,2020,1,17,"23,500",2004
산척동,733,더레이크시티부영6단지,59.9912,2020,1,18,"39,000",2018
능동,1137,푸른마을두산위브,81.12,2020,1,17,"30,600",2007
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.85,2020,1,31,"24,000",2007
기산동,476,에스케이뷰파크2차,59.9889,2020,1,8,"37,250",2017
반송동,79,시범다은마을우남퍼스트빌,67.0661,2020,1,31,"43,000",2007
남양읍 남양리,2300,양우내안애2차에듀타운아파트,74.258,2020,1,20,"29,000",2017
능동,1137,푸른마을두산위브,72.68,2020,1,21,"29,000",2007
병점동,817,병점역센트럴허브시티,111.195,2020,1,18,"28,400",2004
송동,693,동탄2하우스디더레이크,84.93,2020,1,21,"69,000",2016
반월동,870,신영통현대4차,84.9485,2020,1,24,"27,000",2002
기산동,466,신동탄푸르지오,84.9001,2020,1,21,"21,300",2005
청계동,552,동탄역 호반 써밋,59.1612,2020,1,28,"47,000",2015
반월동,872,삼성래미안2차,84.987,2020,1,21,"19,900",2004
진안동,935,월드메르디앙1단지,84.9095,2020,1,23,"21,800",2005
반송동,75,동탄시범다은마을센트럴파크뷰,82.25,2020,1,9,"34,300",2008
영천동,651-1397,동탄퍼스트파크,72.5957,2020,1,31,"22,000",2003
반송동,134,솔빛마을신도브래뉴,84.753,2020,1,22,"45,000",2007
반송동,134,솔빛마을신도브래뉴,84.753,2020,1,11,"46,900",2007
능동,1150,동탄푸른마을신일해피트리,84.88,2020,1,23,"32,000",2008
청계동,545,동탄역신안인스빌리베라1차,101.989,2020,1,22,"59,500",2015
능동,1150,동탄푸른마을신일해피트리,59.05,2020,1,18,"21,800",2008
반송동,75,동탄시범다은마을센트럴파크뷰,79.84,2020,1,15,"29,250",2008
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2020,1,6,"21,300",2003
영천동,788,동탄역푸르지오,84.9349,2020,1,8,"68,500",2017
반송동,101,동탄시범다은마을 메타역 롯데캐슬,84.504,2020,1,29,"51,000",2007
청계동,538,동탄역센트럴푸르지오,59.3401,2020,1,15,"40,000",2015
청계동,538,동탄역센트럴푸르지오,59.3401,2020,1,11,"41,750",2015
반송동,101,동탄시범다은마을 메타역 롯데캐슬,84.157,2020,1,21,"48,000",2007
목동,494,호반베르디움센트럴포레,84.8388,2020,1,11,"49,800",2017
목동,494,호반베르디움센트럴포레,84.8388,2020,1,18,"48,500",2017
석우동,55,롯데캐슬,96.4,2020,1,31,"52,000",2008
능동,1131,자연앤데시앙,84.94,2020,1,13,"32,700",2008
능동,1131,자연앤데시앙,74.6,2020,1,21,"29,500",2008
영천동,716,동탄역반도유보라아이비파크2.0,84.9921,2020,1,14,"48,000",2016
반송동,75,동탄시범다은마을센트럴파크뷰,81.512,2020,1,18,"32,800",2008
남양읍 남양리,415,남양우림,84.327,2020,1,28,"17,500",2001
반송동,224,동탄나루마을동탄역U.BORA여울숲1.0,84.6595,2020,1,28,"37,500",2007
청계동,541,롯데캐슬 알바트로스,101.9959,2020,1,30,"79,000",2015
능동,1151,푸른마을모아미래도,59.039,2020,1,15,"24,800",2008
남양읍 남양리,415,남양우림,59.301,2020,1,4,"11,600",2001
영천동,716,동탄역반도유보라아이비파크2.0,84.96,2020,1,15,"48,500",2016
반송동,83,시범한빛마을삼부르네상스,84.691,2020,1,29,"49,000",2007
목동,491,힐스테이트동탄,84.8479,2020,1,29,"70,000",2019
병점동,868,병점임광그대가,84.95,2020,1,20,"22,450",2007
능동,1131,자연앤데시앙,84.57,2020,1,16,"36,900",2008
청계동,519,더샵센트럴시티,84.796,2020,1,23,"100,000",2015
진안동,935,월드메르디앙1단지,84.9095,2020,1,9,"21,800",2005
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.9826,2020,1,17,"26,000",2008
석우동,55,롯데캐슬,99.21,2020,1,13,"49,800",2008
진안동,935,월드메르디앙1단지,84.9095,2020,1,17,"21,300",2005
청계동,538,동탄역센트럴푸르지오,59.3401,2020,1,29,"42,000",2015
능동,1131,자연앤데시앙,74.6,2020,1,18,"30,000",2008
청계동,545,동탄역신안인스빌리베라1차,101.9997,2020,1,31,"61,500",2015
능동,1131,자연앤데시앙,74.6,2020,1,18,"28,400",2008
능동,1131,자연앤데시앙,84.94,2020,1,29,"36,000",2008
반송동,135,솔빛마을쌍용예가,84.9784,2020,1,18,"45,500",2007
진안동,936,월드메르디앙2단지,84.9095,2020,1,31,"17,800",2005
반월동,865-1,신영통현대1차,84.99,2020,1,30,"24,500",2001
능동,1131,자연앤데시앙,74.6,2020,1,13,"28,800",2008
석우동,55,롯데캐슬,105.07,2020,1,17,"54,500",2008
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2020,1,20,"22,000",2002
반월동,944,에스케이뷰파크,59.9963,2020,1,16,"38,000",2015
남양읍 남양리,2300,양우내안애2차에듀타운아파트,84.655,2020,1,27,"31,300",2017
병점동,817,병점역센트럴허브시티,84.925,2020,1,13,"25,000",2004
능동,1131,자연앤데시앙,84.84,2020,1,18,"31,500",2008
반송동,135,솔빛마을쌍용예가,84.9784,2020,1,15,"46,000",2007
반송동,134,솔빛마을신도브래뉴,84.753,2020,1,31,"48,000",2007
병점동,858,정든마을신창2차,101.983,2020,1,23,"27,000",2004
진안동,935,월드메르디앙1단지,84.9095,2020,1,18,"21,700",2005
진안동,936,월드메르디앙2단지,84.9095,2020,1,22,"21,500",2005
병점동,866,다정마을신한에스빌1차,84.8819,2020,1,18,"22,000",2005
